ville;nom;url;desc
Paris;Musée du Parfum Fragonard;https://en.wikipedia.org/wiki/Mus%C3%A9e_du_Parfum;The Musée du Parfum, also known as the Fragonard Musée du Parfum, is a French private museum of perfume located at 9 rue Scribe, in the 9th arrondissement of Paris.[1]
Paris;Musée du quai Branly;https://en.wikipedia.org/wiki/Mus%C3%A9e_du_quai_Branly;The Musée du quai Branly – Jacques Chirac (French pronunciation: [myze dy kɛ bʁɑ̃li]) in Paris, France, is a museum featuring the indigenous art and cultures of Africa, Asia, Oceania, and the Americas. The museum collection has 450,000 objects, of which 3,500 are on display at any given time, in both permanent and temporary thematic exhibits. A selection of objects from the museum is also displayed in the Pavillon des Sessions of the Louvre.
Paris;Musée du Service de Santé des Armées;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_du_Service_de_Sant%C3%A9_des_Arm%C3%A9es&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée du Service des Objets Trouvés;https://en.wikipedia.org/wiki/Mus%C3%A9e_du_Service_des_Objets_Trouv%C3%A9s;The Musée du Service des Objets Trouvés, also known as the Petit musée des objets trouvés, is a small museum of articles maintained by the Service des Objets Trouvés (Lost and Found Department) of the Paris Police. It is located in the 15th arrondissement at 36, rue des Morillons, Paris, France. Although it is located within the public lost and found repository, the museum itself is not generally open to the public.
Paris;Musée du Vin;https://en.wikipedia.org/wiki/Mus%C3%A9e_du_Vin;The Musée du Vin (in English: Wine Museum of Paris) is a cultural venue in the 16th arrondissement located at 5, square Charles Dickens, Paris, France next to the Trocadéro and the Eiffel Tower.[1] The nearest métro station is Passy. It opened in 1984.
Paris;Musée Édith Piaf;https://en.wikipedia.org/wiki/Mus%C3%A9e_%C3%89dith_Piaf;The Musée Édith Piaf is a private museum dedicated to singer Édith Piaf located in the 11th arrondissement at 5, rue Crespin du Gast, Paris, France. It is open by appointment: admission is free.[1]
Paris;Musée Edouard Branly;https://en.wikipedia.org/wiki/Mus%C3%A9e_Edouard_Branly;The Musée Édouard Branly is a museum dedicated to the work of radio pioneer Édouard Branly (1844-1940). It is located in the 6th arrondissement at the Institut Catholique de Paris-ISEP, 21, rue d'Assas, Paris, France, and open by appointment only.[1]
Paris;Musée en Herbe;https://en.wikipedia.org/wiki/Mus%C3%A9e_en_Herbe;The Musée en Herbe is an art museum for children, located at 23 rue de L'Arbre-Sec in Paris, France. It was formerly in the Jardin d'Acclimatation, Bois de Boulogne, Paris. It is open daily, and an admission fee is charged.
Paris;Musée Grévin;https://en.wikipedia.org/wiki/Mus%C3%A9e_Gr%C3%A9vin;The Musée Grévin (French: [myze ɡʁevɛ̃]: Euronext: GREV) is a wax museum in Paris located on the Grands Boulevards in the 9th arrondissement on the right bank of the Seine, at 10, Boulevard Montmartre, Paris, France. It is open daily: an admission fee is charged. The musée Grévin also has locations in Montreal and Seoul.
Paris;Musée Jacquemart-André;https://en.wikipedia.org/wiki/Mus%C3%A9e_Jacquemart-Andr%C3%A9;Coordinates: 48°52′32″N 2°18′38″E
Paris;Musée Maillol;https://en.wikipedia.org/wiki/Mus%C3%A9e_Maillol;The Musée Maillol is an art museum located in the 7th arrondissement at 59-61, rue de Grenelle, Paris, France.
Paris;Musée Marmottan Monet;https://en.wikipedia.org/wiki/Mus%C3%A9e_Marmottan_Monet;Musée Marmottan Monet is located at 2, rue Louis Boilly in the 16th arrondissement of Paris and features over three hundred Impressionist and Post-Impressionist paintings by Claude Monet. It is the largest collection of his works.
Paris;Musée Moissan;https://en.wikipedia.org/wiki/Mus%C3%A9e_Moissan;The Musée Moissan is a museum dedicated to Henri Moissan (1852–1907), winner of the 1906 Nobel Prize in Chemistry. It is maintained by the Université René Descartes-Paris 5 faculty of pharmaceutical and biological sciences, and located in the 6th arrondissement of Paris at 4, avenue de l'Observatoire, Paris, France. It is open by appointment only: admission is free.
Paris;Musée National d'Art Moderne;https://en.wikipedia.org/wiki/Mus%C3%A9e_National_d%27Art_Moderne;
Paris;Musée national de la Légion d'Honneur et des Ordres de Chevalerie;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_de_la_L%C3%A9gion_d%27Honneur_et_des_Ordres_de_Chevalerie;The Musée national de la Légion d'honneur et des ordres de chevalerie (French for "National museum of the Legion of Honour and of orders of chivalry") is a French national museum of orders of merit and orders of chivalry. It is located in the Palais de la Légion d'Honneur beside the Musée d'Orsay at 2, rue de la Légion-d'Honneur, in the 7th arrondissement of Paris, France. It is open daily except Monday and Tuesday: admission is free. The nearest métro and RER stations are Musée d'Orsay, Solférino, and Assemblée Nationale.
Paris;Musée national de la Marine;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_de_la_Marine;17, place du Trocadéro
Paris;Musée national des Arts asiatiques-Guimet;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_des_Arts_asiatiques-Guimet;The Guimet Museum (French: Musée national des arts asiatiques [MNAAG] or Musée Guimet) is an art museum located at 6, place d'Iéna in the 16th arrondissement of Paris, France. It has one of the largest collections abroad of Asian art.
Paris;Musée national du Moyen Âge;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_du_Moyen_%C3%82ge;The Musée de Cluny - Musée national du Moyen Âge, formerly the Musée national du Moyen Âge, or just the Musée de Cluny (French pronunciation: [myze də klyni]), or the Musée national du Moyen Âge – Thermes et hôtel de Cluny ("National Museum of the Middle Ages – Cluny thermal baths and mansion"), is a museum in Paris, France. It is located in the 5th arrondissement at 6 Place Paul-Painlevé, south of the Boulevard Saint-Germain, between the Boulevard Saint-Michel and the Rue Saint-Jacques.
Paris;Musée national Eugène Delacroix;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_Eug%C3%A8ne_Delacroix;The Musée national Eugène Delacroix, also known as the Musée Delacroix, is an art museum dedicated to painter Eugène Delacroix (1798–1863) and located in the 6th arrondissement at 6, rue de Furstenberg, Paris, France. It is open daily except Tuesday: an admission fee is charged.
Paris;Musée national Gustave Moreau;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_Gustave_Moreau;The Musée national Gustave Moreau is an art museum dedicated to the works of Symbolist painter Gustave Moreau (1826–1898). It is located in the 9th arrondissement of Paris at 14, rue de la Rochefoucauld, Paris, France.
Paris;Musée national Jean-Jacques Henner;https://en.wikipedia.org/wiki/Mus%C3%A9e_national_Jean-Jacques_Henner;The Muséum national Jean-Jacques Henner is an art museum dedicated to the works of painter Jean-Jacques Henner (1829–1905), and located in the 17th arrondissement at 43, avenue de Villiers, Paris, France.
Paris;Musée Nissim de Camondo;https://en.wikipedia.org/wiki/Mus%C3%A9e_Nissim_de_Camondo;The Musée Nissim de Camondo is an elegant house museum of French decorative arts located in the Hôtel Camondo, 63, rue de Monceau, at the edge of the Parc Monceau, in the 8th arrondissement of Paris, France. The nearest Paris Métro stops are Villiers or Monceau on Line 2.
Paris;Musée Pasteur;https://en.wikipedia.org/wiki/Mus%C3%A9e_Pasteur;The Musée Pasteur is a museum dedicated to scientist Louis Pasteur. It is located within the Institut Pasteur at 25 Rue du Docteur Roux, Paris, France, in the 15th arrondissement, and open daily in the warmer months: an admission fee is charged.
Paris;Musée Picasso;https://en.wikipedia.org/wiki/Mus%C3%A9e_Picasso;The Musée Picasso is an art gallery located in the Hôtel Salé in rue de Thorigny, in the Marais district of Paris, France, dedicated to the work of the Spanish artist Pablo Picasso (1881–1973). The museum collection includes more than 5,000 works of art (paintings, sculptures, drawings, ceramics, prints, engravings and notebooks) and tens of thousands of archived pieces from Picasso’s personal repository, including the artist's photographic archive, personal papers, correspondence, and author manuscripts. A large portion of items were donated by Picasso’s family after his death, in accord with the wishes of the artist, who lived in France from 1905 to 1973.[1] [2]
Paris;Musée Pierre Cardin;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_Pierre_Cardin&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée Rodin;https://en.wikipedia.org/wiki/Mus%C3%A9e_Rodin;
Paris;Musée Valentin Haüy;https://en.wikipedia.org/wiki/Mus%C3%A9e_Valentin_Ha%C3%BCy;The Musée Valentin Haüy is a private museum dedicated to tools and education of the blind, and located in the building of the Valentin Haüy Association, in the 7th arrondissement of Paris at 5, rue Duroc, Paris, France. It is open Tuesday and Wednesday afternoons without charge.
Paris;Musée Yves Saint Laurent Paris;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_Yves_Saint_Laurent_Paris&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée Zadkine;https://en.wikipedia.org/wiki/Mus%C3%A9e_Zadkine;The Musée Zadkine is a museum dedicated to the work of sculptor Ossip Zadkine (1890–1967). It is located near the Jardin du Luxembourg in the 6th arrondissement at 100 bis, rue d'Assas, Paris, France, and open daily except Monday: an admission fee is only charged when an exhibition is on. The museum also contains a fine garden, with no charge for entry. The nearest métro and RER stations are Port-Royal and Vavin.
Paris;Muséum national d'Histoire naturelle;https://en.wikipedia.org/wiki/Mus%C3%A9um_national_d%27Histoire_naturelle;The French National Museum of Natural History, known in French as the Muséum national d'histoire naturelle (abbreviation MNHN), is the national natural history museum of France and a grand établissement of higher education part of Sorbonne Universities. The main museum is located in Paris, France, on the left bank of the River Seine. It was founded in 1793 during the French Revolution, but was established earlier in 1635. As of 2017, the museum has 14 sites throughout France, with four in Paris, including the original location at the royal botanical garden, the Jardin des Plantes, which remains one of the seven departments of MNHN.
Paris;Palais de la Découverte;https://en.wikipedia.org/wiki/Palais_de_la_D%C3%A9couverte;The Palais de la Découverte ("Discovery Palace") is a science museum located in the Grand Palais, in the 8th arrondissement on Avenue Franklin D. Roosevelt, Paris, France. It is open daily except Monday: an admission fee is charged.
Paris;Palais de Tokyo;https://en.wikipedia.org/wiki/Palais_de_Tokyo;Coordinates: 48°51′50″N 2°17′50″E
Paris;Palais Galliera;https://en.wikipedia.org/wiki/Palais_Galliera;
Paris;Pavillon de l'Arsenal;https://en.wikipedia.org/wiki/Pavillon_de_l%27Arsenal;Coordinates: 48°51′2″N 2°21′44″E
Paris;Pavillon de l'eau;https://en.wikipedia.org/wiki/Pavillon_de_l%27eau;The Pavillon de l'eau is a museum devoted to water belonging to the City of Paris and managed by Eau de Paris, the municipal agency in charge of production and distribution of water in Paris. The Pavillon de l’eau offers a permanent exhibition about the water supply history of the city, temporary exhibitions, children's activities (educational workshops, screenings, performances etc.) and thematic meetings.
Paris;Petit Musée de l'Argenterie;https://en.wikipedia.org/wiki/Petit_Mus%C3%A9e_de_l%27Argenterie;The Petit Musée de l'Argenterie is a privately operated museum of decorative arts made of silver located within the Ateliers du Cuivre et de l'Argent, Viaduc des Arts, 109-113, Avenue Daumesnil, Paris, France. The museum is located in the Bercy district in the 12th arrondissement. The nearest Paris Métro stop is Reuilly-Diderot on Line 1 and Line 8. It is open daily except Sundays and holidays: an admission fee is charged.
Paris;Petit Palais;https://en.wikipedia.org/wiki/Petit_Palais;The Petit Palais (small palace) is an art museum in the 8th arrondissement of Paris, France.
Paris;Salle des Traditions de la Garde Républicaine;https://en.wikipedia.org/wiki/Salle_des_Traditions_de_la_Garde_R%C3%A9publicaine;The Salle des Traditions de la Garde Républicaine is a museum dedicated to the traditions of the Garde Républicaine, the ceremonial unit of the French National Gendarmerie. It is located in the 4th arrondissement at 18, boulevard Henri IV, Paris, France, and open weekdays by appointment: admission is free.
Paris;Tenniseum;https://en.wikipedia.org/wiki/Tenniseum;The Tenniseum, also known as the Musée du Tennis or the Musée de Roland-Garros, is a tennis museum located in the Stade Roland Garros in the 16th arrondissement at 2, avenue Gordon-Bennett, Paris, France. It is open daily except Mondays: an admission fee is charged.
Paris;Théâtre-Musée des Capucines;https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre-Mus%C3%A9e_des_Capucines;The Théâtre-Musée des Capucines, also known as the Théâtre musée des Capucines-Fragonard, is a private museum dedicated to perfume, and located in the 2nd arrondissement of Paris at 39, boulevard des Capucines, Paris, France. It closes on Sundays: admission is free.
Paris;Tour Jean-sans-Peur;https://en.wikipedia.org/wiki/Tour_Jean-sans-Peur;The Tour Jean-sans-Peur or Tour de Jean sans Peur (English: Tower of John the Fearless), located in the 2nd arrondissement of Paris, is the last vestige of the Hôtel de Bourgogne, the residence first of the Counts of Artois and then the Dukes of Burgundy. The tower contained bed chambers and the grand stairway of the original residence, which stood next to it. It was completed between 1409–1411 by Jean sans Peur. The original hôtel occupied about a hectare of land, the boundaries of which are now marked by the rues Étienne Marcel, Montorgueil, Saint-Sauveur, and Saint-Denis. The tower itself is located at 20 rue Étienne Marcel, in the courtyard of an elementary school. It is one of the best surviving examples of medieval residential architecture in Paris. The tower is open to the public and presents changing expositions on life in the Middle Ages.[1][2][3][4]
Paris;World Heritage Centre;https://en.wikipedia.org/wiki/World_Heritage_Centre;Coordinates: 48°50′58″N 2°18′22″E
Paris;Château de Grosbois;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Grosbois;The château de Grosbois is a French castle in Boissy-Saint-Léger, Val-de-Marne.
Paris;Château de Vincennes;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Vincennes;The Château de Vincennes is a massive 14th and 17th century French royal fortress in the town of Vincennes, to the east of Paris, now a suburb of the metropolis.
Paris;Exploradôme;https://en.wikipedia.org/wiki/Explorad%C3%B4me;
Paris;Fondation Arp;https://en.wikipedia.org/w/index.php?title=Fondation_Arp&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Fondation Jean Dubuffet;https://en.wikipedia.org/wiki/Fondation_Jean_Dubuffet;The Fondation Jean Dubuffet is a foundation established by artist Jean Dubuffet (1901–1985) in 1973. Its registered office is on the Rue de Moulin Neuf, Sente des Vaux-Ruelle aux Chevaux, Périgny-sur-Yerres, Val-de-Marne, with the secretariat located in the 6th arrondissement of Paris at 137 Rue de Sèvres, Paris, France. Both are open to the public: an admission fee is charged.
Paris;Maison de la photographie Robert Doisneau;https://en.wikipedia.org/wiki/Maison_de_la_photographie_Robert_Doisneau;The Maison de la photographie Robert Doisneau (Robert Doisneau house of photography) is a photography gallery in Gentilly, Paris, created to commemorate the Parisian photographer Robert Doisneau and dedicated to exhibiting humanist photography.
Paris;Mémorial du Mont-Valérien;https://en.wikipedia.org/wiki/Fort_Mont-Val%C3%A9rien;The Fort Mont-Valérien (French: Forteresse du Mont-Valérien) is a fortress in Suresnes, a western Paris suburb, built in 1841 as part of the city's ring of modern fortifications. It overlooks the Bois de Boulogne.
Paris;Musée Albert-Kahn;https://en.wikipedia.org/wiki/Mus%C3%A9e_Albert-Kahn;The Musée Albert-Kahn is a departemental museum in Boulogne-Billancourt, France, at 14, rue du Port, including four hectares of gardens, joining together landscape scenes of various national traditions. The museum includes historic photographs and film collected by the banker and philanthropist Albert Kahn. Since September, 2014, construction's works are committed for the extension and the refurbishment of the museum supervised by the architect Kengo Kuma with the cooperation of dUCKS scéno for the construction of another gallery of exhibition and the renovation of the existing buildings, allowing the access to the public in a permanent route.
Paris;Musée d'Art Contemporain du Val-de-Marne;https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_Contemporain_du_Val-de-Marne;The Musée d'Art Contemporain du Val-de-Marne, nicknamed MAC/VAL, is a museum of contemporary art located in the Place de la Libération in Vitry-sur-Seine, Val-de-Marne, a suburb of Paris, France. It is open daily except Mondays: an admission fee is charged.
Paris;Musée d'art et d'histoire de Saint-Denis;https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27art_et_d%27histoire_de_Saint-Denis;The Musée d'Art et d'Histoire (in English: Art and History Museum), is a museum located in the historical city of Saint-Denis, France, in the northern outskirts of Paris.[1]
Paris;Musée de la Résistance Nationale;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_de_la_R%C3%A9sistance_Nationale&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée de l'Air et de l'Espace;https://en.wikipedia.org/wiki/Mus%C3%A9e_de_l%27Air_et_de_l%27Espace;
Paris;Musée des Années Trente;https://en.wikipedia.org/wiki/Mus%C3%A9e_des_Ann%C3%A9es_Trente;The Musée des Années Trente (Museum of the 1930s) is a municipal museum specializing in the fine arts, decorative arts, and industrial arts of the 1930s. It is located in the Espace Landowski at 28, Avenue André-Morizet, Boulogne-Billancourt, a western suburb of Paris, France. It is open daily except Mondays and holidays. The closest Paris Métro station is Marcel Sembat on Line 9.
Paris;Musée des Avelines;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_des_Avelines&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée du Domaine départemental de Sceaux;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Sceaux;The Château de Sceaux is a grand country house in Sceaux, Hauts-de-Seine, approximately six miles from the center of Paris, France. Located in a park laid out by André Le Nôtre, visitors can tour the house, outbuildings and gardens.
Paris;Musée Fragonard d'Alfort;https://en.wikipedia.org/wiki/Mus%C3%A9e_Fragonard_d%27Alfort;The Musée Fragonard d'Alfort, often simply the Musée Fragonard, is a museum of anatomical oddities located within the École Nationale Vétérinaire de Maisons-Alfort, 7 avenue du Général de Gaulle, in Maisons-Alfort, a suburb of Paris. It is open several days per week in the cooler months: an admission fee is charged.
Paris;Musée Français de la Carte à Jouer;https://en.wikipedia.org/wiki/Mus%C3%A9e_Fran%C3%A7ais_de_la_Carte_%C3%A0_Jouer;The Musée Français de la Carte à Jouer is a museum of playing cards located at 16, rue Auguste Gervais, Issy-les-Moulineaux, a suburb of Paris, France. It is open Wednesdays through Sundays. An admission fee is charged.
Paris;Musée National de Malmaison et Bois-Préau;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Malmaison;
Paris;Musée Paul Belmondo;https://en.wikipedia.org/wiki/Mus%C3%A9e_Paul_Belmondo;Paul Belmondo (born 8 August 1898, Algiers, French Algeria - d. 1 January 1982, Paris, France) was a French sculptor. He is the father of the actor Jean-Paul Belmondo.
Paris;Musée Rodin;https://en.wikipedia.org/wiki/Mus%C3%A9e_Rodin#The_two_sites_of_the_museum;
Paris;Musée Roybet Fould;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_Roybet_Fould&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Sèvres - Cité de la céramique;https://en.wikipedia.org/wiki/S%C3%A8vres_-_Cit%C3%A9_de_la_c%C3%A9ramique;Sèvres – Cité de la céramique (Sèvres City of Ceramics) is a French national ceramics museum located at the Place de la Manufacture, Sèvres, Hauts-de-Seine, a suburb of Paris, France. It was created in January 2010, from the merger of the Musée national de Céramique-Sèvres and the Manufacture nationale de Sèvres.[1] The museum is open daily except Tuesday: an admission fee is charged. Access to the museum by public transportation is available from Tramway d'Île-de-France (Trans Val-de-Seine) station Musée de Sèvres on Tramway T2, and by Paris Métro station Pont de Sèvres on Line 9.
Paris;Vallée-aux-Loups;https://en.wikipedia.org/w/index.php?title=Vall%C3%A9e-aux-Loups&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Château de Blandy-les-Tours;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Blandy-les-Tours;The Château de Blandy-les-Tours is a medieval castle in the village of Blandy-les-Tours (Seine-et-Marne, France): it is about 5 km from the château de Vaux-le-Vicomte and 10 km from Melun. The castle is in the middle of the village. Its restoration began in 1992.
Paris;Château de Breteuil;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Breteuil;The Château de Breteuil (previously called the Château de Bevilliers) is a château situated in the Vallée de Chevreuse in Yvelines department of France, 35 km (22 mi) to the south-west of Paris. The château was designated a monument historique in 1973.
Paris;Château de Brie-Comte-Robert;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Brie-Comte-Robert;The Château de Brie-Comte-Robert is a castle in the town of Brie-Comte-Robert in the Seine-et-Marne département of France.
Paris;Château de Champs-sur-Marne;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Champs-sur-Marne;
Paris;Château de Courances;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Courances;The Château de Courances (pronounced [ʃɑto də kuʁɑ̃s]) at Courances (Essonne) is a French château built in approximately 1630. The house and gardens are open to the public.
Paris;Château de Courson;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Courson;The Château de Courson was built in 1676 in Courson-Monteloup (the postal code is 91680: INSEE code 91186), on the south-west outskirts of Paris, France. It is in the Essonne département of the Île-de-France région.
Paris;Château de Dampierre;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Dampierre;The Château de Dampierre is the castle in Dampierre-en-Yvelines, in the Vallée de Chevreuse, France.
Paris;Château de Dourdan;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Dourdan;The Château de Dourdan is a castle in the town of Dourdan in the Essonne department of France.
Paris;Château de Fontainebleau;https://en.wikipedia.org/wiki/Palace_of_Fontainebleau;The Palace of Fontainebleau (/fɒntɪnˌbloʊ/:[1] French pronunciation: [fɔ̃tɛnblo][1]) or Château de Fontainebleau, located 55 kilometres (34 miles) southeast of the center of Paris, in the commune of Fontainebleau, is one of the largest French royal châteaux. The medieval castle and subsequent palace served as a residence for the French monarchs from Louis VII to Napoleon III. Francis I and Napoleon were the monarchs who had the most influence on the Palace as it stands today. [2]. It is now a national museum and a UNESCO World Heritage Site.
Paris;Château de la Madeleine;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_la_Madeleine;The Château de la Madeleine is a castle located in the town of Chevreuse, in the French département of Yvelines (Île de France). In a good state of preservation, it was built on the top of a hill and dominates the town.
Paris;Château de La Roche-Guyon;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_La_Roche-Guyon;La Roche-Guyon (French pronunciation: [la ʁɔʃ.gɥi.jɔ̃] (listen)) is a commune in the Val-d'Oise department in Île-de-France in northern France. It is located in the reigonal national park of Vexin [fr].
Paris;Château de Maisons;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Maisons;The Château de Maisons (now Château de Maisons-Laffitte), designed by François Mansart from 1630 to 1651, is a prime example of French baroque architecture and a reference point in the history of French architecture. The château is located in Maisons-Laffitte, a northwestern suburb of Paris, in the department of Yvelines, Île-de-France.
Paris;Château de Nemours;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Nemours;The Château de Nemours is a castle in the town and commune of Nemours in the Seine-et-Marne département of France.[1] Located in the extreme south of the Paris conurbation, it stands on the banks of the Loing river. Transformed into a museum between 1903 and 1999, it houses collections of pottery.
Paris;Château de Rambouillet;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Rambouillet;The Château de Rambouillet, also known in English as the Castle of Rambouillet, is a château in the town of Rambouillet, Yvelines department, in the Île-de-France region in northern France, 50 km (31 mi) southwest of Paris. It was the summer residence of the Presidents of the French Republic from 1896 until 2009, and it is now managed by the Centre des monuments nationaux.[1]
Paris;Château de Thoiry;https://en.wikipedia.org/wiki/Ch%C3%A2teau_of_Thoiry;The Château de Thoiry is a 150-hectare (370-acre) castle, zoo and botanical garden that was opened to the public in 1965 in the village of Thoiry, France, with gardens and a zoological park. Located about 30 miles (48 km) due west of Paris, it is best visited by automobile to take advantage of the drive-through lane. Its popularity has continued to grow—by 1974, over 280,000 visitors per year were coming to see an assortment of 1,000 wild animals.
Paris;Château de Vaux-le-Vicomte;https://en.wikipedia.org/wiki/Vaux-le-Vicomte;The Château de Vaux-le-Vicomte is a baroque French château located in Maincy, near Melun, 55 kilometres (34 mi) southeast of Paris in the Seine-et-Marne département of France.
Paris;Domaine départemental de Chamarande;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chamarande;The château de Chamarande is a 17th-century French château in Chamarande, in the department of Essonne.
Paris;Domaine départemental de Méréville;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_M%C3%A9r%C3%A9ville;The Château de Méréville is a chateau in Méréville in the valley of the Juine, France. It is the rival of the Désert de Retz as two of the most extensive Landscape Gardens provided with follies and picturesque features — parcs à fabriques — made in the late eighteenth century. Both are early examples of the romantic French Landscape Garden — jardin a l'anglaise — an interpretation of the English garden style that was replacing the Garden à la française. the Château de Méréville and garden park survives, partially dismantled.
Paris;Musée Bossuet;https://en.wikipedia.org/wiki/Mus%C3%A9e_Bossuet;The Musée Bossuet is the art and history museum of the town of Meaux, France. Situated in the old episcopal palace, it takes its name from the famous orator and theologian Jacques-Bénigne Bossuet, Bishop of Meaux from 1681 to 1704.
Paris;Musée d'Archéologie Nationale;https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Saint-Germain-en-Laye;The Château de Saint-Germain-en-Laye (French pronunciation: [ʃɑto də sɛ̃ ʒɛʁmɛ̃ ɑ̃ lɛ]) is a royal palace in the commune of Saint-Germain-en-Laye, in the département of Yvelines, about 19 km west of Paris, France. Today, it houses the musée d'Archéologie nationale (National Museum of Archaeology).
Paris;Musée de la Gendarmerie Nationale;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_de_la_Gendarmerie_Nationale&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée de la Grande Guerre;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_de_la_Grande_Guerre&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée de la Toile de Jouy;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_de_la_Toile_de_Jouy&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée de Préhistoire d’Île-de-France;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_de_Pr%C3%A9histoire_d%E2%80%99%C3%8Ele-de-France&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée des tramways à vapeur et des chemins de fer secondaires français;https://en.wikipedia.org/wiki/Mus%C3%A9e_des_tramways_%C3%A0_vapeur_et_des_chemins_de_fer_secondaires_fran%C3%A7ais;The Musée des tramways à vapeur et des chemins de fer secondaires français (Museum of French steam tramways and secondary railways — MTVS) is located alongside Valmondois railway station, in the small town of Butry-sur-Oise in the departement of Val-d'Oise, 30 kilometres (19 mi) north of Paris.
The museum houses a collection of railway vehicles from the former French departmental railways, preserved, restored and rebuilt by the members of an association. During the season, short trips can be made on some of the exhibits, along a metre gauge (1,000 mm (3 ft 3
3⁄8 in)) line, one kilometre (0.62 miles) in length, nicknamed the "Impressionists' railway".
Paris;Musée national de la Renaissance;https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27%C3%89couen;The Château d'Écouen is an historic château in the commune of Écouen, some 20 km north of Paris, France, and a notable example of French Renaissance architecture. Since 1975 it contains the collections of the Musée national de la Renaissance (National Museum of the Renaissance). [1]
Paris;Musée départemental Maurice Denis "The Priory";https://en.wikipedia.org/wiki/Mus%C3%A9e_d%C3%A9partemental_Maurice_Denis_%22The_Priory%22;The Musée départemental Maurice Denis "The Priory" is a museum dedicated to Nabi art located in Saint-Germain-en-Laye, in the Parisian region (Île-de-France). The museum is named for Maurice Denis, a French symbolist Nabi painter. The museum showcases his work as well as that of many other members of the school: it is the largest collection of Nabi art in France.[citation needed]
Paris;Musée Fournaise;https://en.wikipedia.org/wiki/Maison_Fournaise;The Maison Fournaise (House of Fournaise) is a restaurant and museum located on the Île des Impressionnistes in the Seine in Chatou, west of Paris.
Paris;Musée Français de la Photographie;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_Fran%C3%A7ais_de_la_Photographie&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée Jardin Bourdelle;https://en.wikipedia.org/w/index.php?title=Mus%C3%A9e_Jardin_Bourdelle&action=edit&redlink=1;Other reasons this message may be displayed:
Paris;Musée Lambinet;https://en.wikipedia.org/wiki/Mus%C3%A9e_Lambinet;The Musée Lambinet is a municipal museum in Versailles telling the history of the town. Since 1932 it has been housed in the hôtel Lambinet, a hôtel particulier designed by Élie Blanchard, built in the second half of the 18th century by a part of the Clagny lake (drained in 1837) and left to the town of Versailles by the heirs of Victor Lambinet (a cousin of the painter Émile Lambinet) in 1929. It has been classed as a monument historique since 1944. Its garden façade has a sculpted pediment representing an allegorical figure of architecture.
