desc,titre,url,ville
"The Metropolitan Museum of Art Centennial  was a series of events and initiatives celebrating the 100th anniversary of the charter of the Museum occurring between 1969 and 1971.
",The Metropolitan Museum of Art Centennial,https://en.wikipedia.org/wiki/The_Metropolitan_Museum_of_Art_Centennial,2
"Barnum Museum  is a museum in Bridgeport, Connecticut, USA, with a collection related to P. T. Barnum.
",Barnum Museum (disambiguation),https://en.wikipedia.org/wiki/Barnum_Museum_(disambiguation),2
"The  Bible Lands Museum  ( Hebrew :  מוזיאון ארצות המקרא ירושלים ‎) is an archaeological museum in  Jerusalem ,  Israel , that explores the culture of the peoples mentioned in the  Bible , among them the  ancient Egyptians ,  Canaanites ,  Philistines ,  Arameans ,  Hittites ,  Elamites ,  Phoenicians  and  Persians .
",Bible Lands Museum,https://en.wikipedia.org/wiki/Bible_Lands_Museum,2
"The  Brooklyn Museum Libraries and Archives  holds approximately 300,000 volumes [1]  and over 3,000 linear feet of archives related to the history of the museum and its collections. The library collections comprise books, periodicals, auction catalogs, artist and institutional files as well as special collections containing photographs, sketches, artists' books, rare books and trade catalogues. The museum archives contains institutional records, curatorial correspondence, expedition reports, and other related textual and visual records dating to the founding of the institution.
",Brooklyn Museum Libraries and Archives,https://en.wikipedia.org/wiki/Brooklyn_Museum_Libraries_and_Archives,2
"81st Street–Museum of Natural History  is a local  station  on the  IND Eighth Avenue Line  of the  New York City Subway . It is served by the  B  on weekdays, the  C  train at all times except nights, and the  A  train during late nights only.
",81st Street–Museum of Natural History (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/81st_Street%E2%80%93Museum_of_Natural_History_(IND_Eighth_Avenue_Line),2
"The  National Museum of African American History and Culture  ( NMAAHC ) is a  Smithsonian Institution  museum established in December 2003. The museum's building, collaboratively designed by  Freelon Group ,  Adjaye Associates  and  Davis Brody Bond , is on the  National Mall  in  Washington, D.C.  It has close to 37,000 objects in its collection related to such subjects as community, family, the visual and performing arts, religion, civil rights, slavery, and segregation. [2]  The museum has about 85,000 square feet of exhibition space with 12 exhibitions, 13 different interactives with 17 stations, and 183 videos housed on five floors.
",National Museum of African American History and Culture,https://en.wikipedia.org/wiki/National_Museum_of_African_American_History_and_Culture,2
"The  Metropolitan Museum of Art Schools  were a series of educational programs established by the  Metropolitan Museum of Art  to provide vocational training in the late 19th century.
",Metropolitan Museum of Art Schools,https://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art_Schools,2
"Willamette Heritage Center  is a museum in  Salem ,  Oregon , United States. The 5-acre site features several structures listed on the National Register of Historic Places including the Thomas Kay  woolen mill , [2]  the Jason Lee House, [3]  Methodist Parsonage, [4]  John D. Boon House [5]  and the Pleasant Grove (Condit) Church. [6]   The houses and church were relocated to the mill site. The Center also includes a research library and archives of  Marion County  history.
",Willamette Heritage Center,https://en.wikipedia.org/wiki/Mission_Mill_Museum,2
"The  Kansas City Garment District Museum  is located in the  Garment District (Kansas City, Missouri) , in the lobby of DST Systems Inc.'s Poindexter Building.
",Kansas City Garment District Museum,https://en.wikipedia.org/wiki/Kansas_City_Garment_District_Museum,2
"The  International Quilt Study Center & Museum  at the  University of Nebraska–Lincoln  in  Lincoln, Nebraska  is the home of the largest known public collection of  quilts  in the world. [1] 
",International Quilt Study Center & Museum,https://en.wikipedia.org/wiki/International_Quilt_Study_Center_%26_Museum,2
"The Central Museum of Textiles  is a  museum  of  textiles  located in the  Ludwik Geyer's   White Factory  in  Łódź ,  Poland .
","Central Museum of Textiles, Łódź","https://en.wikipedia.org/wiki/Central_Museum_of_Textiles,_%C5%81%C3%B3d%C5%BA",2
"The  Blackburn Museum and Art Gallery  is the local museum service for the borough of  Blackburn with Darwen  Borough Council. [1]  It is a museum with collections of  Christian icons ,  Egyptian hieroglyphs , and local history, as well as those of the former  Lewis Textile Museum .
",Blackburn Museum and Art Gallery,https://en.wikipedia.org/wiki/Blackburn_Museum_and_Art_Gallery,2
"The Bielsko-Biała Museum  is a museum for the city of  Bielsko-Biała ,  Poland  located in the historical Bielsko Castle. Three local branches of the museum have been established since the 1970s: the  Julian Fałat  Museum, the  Museum of Technology and Textile Industry , and the  Weaver's House Museum .
",Bielsko-Biała Museum and Castle,https://en.wikipedia.org/wiki/Bielsko-Bia%C5%82a_Museum,2
"Ixchel Museum of Indigenous Textiles and Clothing  or  Museo Ixchel del Traje Indigena  is a museum in  Guatemala City ,  Guatemala . The museum explores the Guatemalan traditions of dress throughout the country and also has notable collections of ceramics, textiles, jewelry and books. The museum is housed on the campus of  Francisco Marroquin University .
",Ixchel Museum of Indigenous Textiles and Clothing,https://en.wikipedia.org/wiki/Ixchel_Museum_of_Indigenous_Textiles_and_Clothing,2
"The  National Museum of the Romanian Peasant  ( Romanian :  Muzeul Național al Ţăranului Român ) is a  museum  in  Bucharest ,  Romania , with a collection of  textiles  (especially  costumes ),  icons ,  ceramics , and other artifacts of Romanian  peasant  life. One of  Europe 's leading museums of popular arts and traditions, it was designated "" European Museum of the Year "" for 1996. [1] 
",Romanian Peasant Museum,https://en.wikipedia.org/wiki/Museum_of_the_Romanian_Peasant,2
"Coordinates :  37°58′43.8″N   23°44′15.7″E ﻿ / ﻿ 37.978833°N 23.737694°E ﻿ /  37.978833; 23.737694 
",Museum of the History of the Greek Costume,https://en.wikipedia.org/wiki/Museum_of_the_History_of_the_Greek_Costume,2
"The  Museum of Jewellery in the Vía de la Plata  ( Alhajas en la Vía de la Plata  in Spanish) is located in the center of the town of  La Bañeza  ( Province of León ,  Castile and León ,  Spain ), close to Plaza Mayor, in a modernist building of the beginning of the 20th century, best known as the 'Casa de doña Josefina'.
",Museum of Jewellery in the Vía de la Plata,https://en.wikipedia.org/wiki/Museum_of_Jewellery_in_the_Silver_Way,2
"The  Museum of Domestic Design and Architecture (MoDA)  is a  museum  in North  London ,  England , housing one of the most comprehensive collections of 19th- and 20th-century  decorative arts  for the home. The collection is designated as being of outstanding international value by  Arts Council England . [1] 
",Museum of Domestic Design and Architecture,https://en.wikipedia.org/wiki/Museum_of_Domestic_Design_and_Architecture,2
"The  National Handicrafts and Handlooms Museum   (NHHM) commonly known as  National Crafts Museum  in  New Delhi  is one of the largest crafts  museums  in  India .
",National Handicrafts and Handlooms Museum,https://en.wikipedia.org/wiki/National_Handicrafts_and_Handlooms_Museum,2
"Lok Virsa Museum  ( Urdu :  لوک ورثہ عجائب گھر ‬ ‎), also known as the  National Institute of Folk & Traditional Heritage ,  is a  museum  of  history ,  art  and  culture  in  Islamabad ,  Pakistan , located on the  Shakarparian Hills . [1] [2]  The museum opened in 1974 and became an autonomous institute in 2002 following the  Lok Virsa Legal Status Ordinance, 2002 . [3]  The museum consists of several buildings as well as an outdoor museum which can accommodate up to 3000 visitors.
",Lok Virsa Museum,https://en.wikipedia.org/wiki/Lok_Virsa_Museum,2
"The  Kurdish Textile Museum  is a  museum  devoted to  textiles  produced in  Iraqi Kurdistan . It was established in 2004 and is located in a renovated mansion in the southeast quarter of the  Citadel of Arbil .
",Kurdish Textile Museum,https://en.wikipedia.org/wiki/Kurdish_Textile_Museum,2
"The  Smithsonian's   Museum Conservation Institute [1]  (MCI) aims to be the center for specialized  conservation  and technical collection  research  for all of the Smithsonian museums [2]  and collections. [3]  MCI's staff combine state-of-the-art instrumentation and scientific techniques with the knowledge of materials and the history of technology to provide technical research studies and interpretation of art, as well as historical and anthropological objects, to improve the conservation and collections storage capabilities at the Smithsonian. For the majority of the Smithsonian collections, MCI is the only Smithsonian resource for technical studies and analyses.
",Museum Conservation Institute,https://en.wikipedia.org/wiki/Museum_Conservation_Institute,2
"The  National Postal Museum , located opposite  Union Station  in  Washington, D.C. , United States, was established through joint agreement between the  United States Postal Service  and the  Smithsonian Institution  and opened in 1993.
",National Postal Museum,https://en.wikipedia.org/wiki/National_Postal_Museum,2
"The  National Museum of Natural History  is a  natural history   museum  administered by the  Smithsonian Institution , located on the  National Mall  in  Washington, D.C. ,  United States . It has free admission and is open 364 days a year. In 2016, with 7.1 million visitors, it was the  fourth most visited museum in the world  and the most visited natural-history museum in the world. [2]   Opened in 1910, the museum on the National Mall was one of the first Smithsonian buildings constructed exclusively to hold the national collections and research facilities. [3]  The main building has an overall area of 1,500,000 square feet (140,000 m 2 ) with 325,000 square feet (30,200 m 2 ) of exhibition and public space and houses over 1,000 employees. [3] 
",National Museum of Natural History,https://en.wikipedia.org/wiki/National_Museum_of_Natural_History,2
"The  Hirshhorn Museum and Sculpture Garden  is an  art museum  beside the  National Mall , in  Washington, D.C. , the  United States . The museum was initially endowed during the 1960s with the permanent art collection of  Joseph H. Hirshhorn . It was designed by  architect   Gordon Bunshaft  and is part of the  Smithsonian Institution . It was conceived as the United States' museum of  contemporary  and  modern art  and currently focuses its collection-building and exhibition-planning mainly on the post– World War II  period, with particular emphasis on art made during the last 50 years. [2] 
",Hirshhorn Museum and Sculpture Garden,https://en.wikipedia.org/wiki/Hirshhorn_Museum_and_Sculpture_Garden,2
"The  Anacostia Community Museum  (known colloquially as the  ACM ) is a  community museum  in the  Anacostia  neighborhood of  Washington, D.C.  in the  United States . It is one of twenty museums under the umbrella of the  Smithsonian Institution  and was the first federally funded community museum in the United States. [2]  The museum, founded in 1967, was created with the intention to bring aspects of the Smithsonian museums, located on the  National Mall , to the Anacostia neighborhood, with the hope that community members from the neighborhood would visit the main Smithsonian museums. It became federally funded in 1970 and focuses on the community in and around Anacostia in its exhibitions. This museum also houses a library. [3] 
",Anacostia Community Museum,https://en.wikipedia.org/wiki/Anacostia_Community_Museum,2
"The  National Museum of the American Indian  is part of the  Smithsonian Institution  and is committed to advancing knowledge and understanding of the Native cultures of the Western Hemisphere—past, present, and future—through partnership with Native people and others. The museum works to support the continuance of culture, traditional values, and transitions in contemporary Native life. [2]   It has three facilities: the National Museum of the American Indian on the  National Mall  in  Washington, D.C. , which opened on September 21, 2004, on Fourth Street and  Independence Avenue , Southwest;  the George Gustav Heye Center , a permanent museum in  New York City ; and the Cultural Resources Center, a research and collections facility in  Suitland, Maryland .  The foundations for the present collections were first assembled in the former  Museum of the American Indian  in New York City, which was established in 1916, and which became part of the Smithsonian in 1990.
",National Museum of the American Indian,https://en.wikipedia.org/wiki/National_Museum_of_the_American_Indian,2
"The  Smithsonian American Art Museum  (commonly known as  SAAM , and formerly the  National Museum of American Art ) is a museum in  Washington, D.C. , part of the  Smithsonian Institution . Together with its branch museum, the  Renwick Gallery , SAAM holds one of the world's largest and most inclusive collections of art, from the colonial period to the present, made in the  United States . The museum has more than 7,000 artists represented in the collection. Most exhibitions take place in the museum's main building, the  old Patent Office Building  (shared with the  National Portrait Gallery ),  while craft-focused exhibitions are shown in the  Renwick Gallery .
",Smithsonian American Art Museum,https://en.wikipedia.org/wiki/Smithsonian_American_Art_Museum,2
"The  National Air and Space Museum  of the  Smithsonian Institution , also called the  NASM , is a museum in  Washington, D.C. . It was established in 1946 as the  National Air Museum  and opened its main building on the  National Mall  near  L'Enfant Plaza  in 1976.  In 2016, the museum saw approximately 7.5 million visitors, making it the  third most visited museum in the world , and the most visited museum in the United States.  [3]  The museum contains the  Apollo 11 command module , the  Friendship 7  capsule which was flown by  John Glenn ,  Charles Lindbergh 's  Spirit of St. Louis , the  Bell X-1  which broke the  sound barrier , and the  Wright brothers '   plane  near the entrance. 
",National Air and Space Museum,https://en.wikipedia.org/wiki/National_Air_and_Space_Museum,2
"The  National Museum of African Art  is the  Smithsonian Institution 's  African art  museum, located on the  National Mall  of the  United States capital . Its collections include 9,000 works of traditional and contemporary African art from both  Sub-Saharan  and  Arab North Africa , 300,000 photographs, and 50,000 library volumes. It was the first institution dedicated to African art in the United States, and remains the largest collection.  The Washington Post  called the museum a mainstay in the international art world and the main venue for contemporary African art in the United States.
",National Museum of African Art,https://en.wikipedia.org/wiki/National_Museum_of_African_Art,2
"Yokohama Silk Museum  is a  museum  located in  Naka-ku ,  Yokohama ,  Japan  that covers the silk trade in Japan.  The museum displays silk  kimonos  and covers the importance of Yokohama as a silk port. [1] 
",Yokohama Silk Museum,https://en.wikipedia.org/wiki/Yokohama_Silk_Museum,2
"The  Textile Museum  ( Indonesian :  Museum Tekstil ) is a museum in  Palmerah ,  West Jakarta , Indonesia. The museum houses a collection of textiles from various islands in Indonesia.
",Textile Museum (Jakarta),https://en.wikipedia.org/wiki/Textile_Museum_(Jakarta),2
"Sanskriti Museums  are a set of three museums namely,  Museum of ‘Everyday Art’ ,  Museum of Indian Terracotta  ( tribal art ) and  Textile Museum . It is housed within Sanskriti Kendra complex, at Anandagram, [1]  an artist village complex, spread over eight acres, situated 10 km south of New Delhi, [2] [3]  near Aya Nagar on  Mehrauli – Gurgaon  Road, on the outskirts of  Delhi . [4]  The nearest  Delhi Metro  station is  Arjan Garh , [1]  on the  Yellow Line .
",Sanskriti Museums,https://en.wikipedia.org/wiki/Sanskriti_Museums,2
"The  National Textile Museum  ( Malay :  Muzium Tekstil Negara ) is a  museum  in  Kuala Lumpur ,  Malaysia . The museum is open daily from 9am to 6pm, free admission.
",National Textile Museum,https://en.wikipedia.org/wiki/National_Textile_Museum,2
"Chojun Textile & Quilt Art Museum  is a textiles  museum  located in  Myeongdong ,  Seoul ,  South Korea .
",Chojun Textile & Quilt Art Museum,https://en.wikipedia.org/wiki/Chojun_Textile_%26_Quilt_Art_Museum,2
"Located in  Tehran , beside  Laleh Park , and founded in 1976, the  Carpet Museum of Iran   exhibits a variety of  Persian carpets  from all over  Iran , dating from the 16th century to the present.
",Carpet Museum of Iran,https://en.wikipedia.org/wiki/Carpet_Museum_of_Iran,2
"The  Calico Museum of Textiles  is located in the city of  Ahmedabad  in the state of  Gujarat  in western  India . [1]  The museum is managed by the Sarabhai Foundation.
",Calico Museum of Textiles,https://en.wikipedia.org/wiki/Calico_Museum_of_Textiles,2
"Bsous Silk Museum  ( Arabic :  متحف الحرير بسوس ‎) is a  silk   museum  in the town of  Bsous  near  Wadi Chahrour  in  Lebanon , located around 15 kilometres east of  Beirut . 
",Bsous Silk Museum,https://en.wikipedia.org/wiki/Bsous_Silk_Museum,2
"The  Bhutan Textile Museum  or the  National Textile Museum  is a national textiles museum in  Thimphu ,  Bhutan , located near the  National Library of Bhutan . It is operated by the National Commission for Cultural Affairs. Since its establishment in 2001, the museum has generated national and international attention and has garnered a substantial collection of antique textile artefacts, exclusive to Bhutan. [1] 
",Bhutan Textile Museum,https://en.wikipedia.org/wiki/Bhutan_Textile_Museum,2
"Coordinates :  40°21′35″N   49°50′07″E ﻿ / ﻿ 40.35972°N 49.83528°E ﻿ /  40.35972; 49.83528  
",Azerbaijan Carpet Museum,https://en.wikipedia.org/wiki/Azerbaijan_Carpet_Museum,2
"Nottingham Industrial Museum  is situated in part of the 17th-century stables block of  Wollaton Hall , located in a suburb of the city of Nottingham. [1] 
The museum won the  Nottinghamshire Heritage Site of the Year Award 2012 , a local accolade issued by Experience Nottinghamshire, an organisation funded variously by  Nottingham City Council ,  Nottinghamshire County Council  and other sources. [2] 
",Nottingham Industrial Museum,https://en.wikipedia.org/wiki/Nottingham_Industrial_Museum,2
"The  Museu Nacional do Traje e da Moda  is located in  Monteiro-Mor Palace , in  Lisbon , Portugal.  It has a collection of 33.000 items, which includes mainly masculine and feminine costumes from the 18th and 19th centuries.
",National Museum of Costume (Portugal),https://en.wikipedia.org/wiki/National_Museum_of_Costume_and_Fashion,2
"The  National Museum of Costume  was located at  Shambellie House , in  New Abbey ,  Dumfries and Galloway ,  Scotland  and it formed part of the  National Museums  of  Scotland .
The museum allowed a look at fashion and the lifestyle of the wealthy from the 1850s to the 1950s. The clothes were presented in lifelike room settings. In January 2013, National Museums Scotland announced that the National Museum of Costume was to close and the site would not reopen for 2013.
",National Museum of Costume,https://en.wikipedia.org/wiki/National_Museum_of_Costume,2
"The  Museo del Traje  ( Spanish :  Museo del Traje ) is a museum located in  Madrid ,  Spain , with collections devoted to fashion and costumes. The museum has over 160,000 pieces and documents. [1]  The current building was completed in 1973. [2]  Collections date from the Middle Ages up to clothes by Spain's contemporary fashion designers. It was declared  Bien de Interés Cultural  in 1962. [ citation needed ] 
",Museo del Traje,https://en.wikipedia.org/wiki/Museo_del_Traje,2
"
",Victoria and Albert Museum,https://en.wikipedia.org/wiki/Victoria_and_Albert_Museum,2
"The  Musée des Tissus et des Arts décoratifs  is a museum in the city of  Lyon ,  France . Located in two 18th century  hôtels particuliers  of Lyon's  2nd arrondissement , the institution consists in two distinct museums although they are administered as one : the  Musée des Tissus  (Museum of Textiles) and the  Musée des arts décoratifs  (Decorative Arts Museum).
",Museum of Textiles (Lyon),https://en.wikipedia.org/wiki/Mus%C3%A9e_des_Tissus_et_des_Arts_d%C3%A9coratifs,2
"Dalgarven Mill  is near  Kilwinning , in the Garnock Valley,  North Ayrshire , Scotland and it is home to the  Museum of Ayrshire Country Life and Costume.  The  watermill  has been completely restored over a number of years and is run by the independent  Dalgarven Mill Trust. 
",Dalgarven Mill – Museum of Ayrshire Country Life and Costume,https://en.wikipedia.org/wiki/Dalgarven_Mill_%E2%80%93_Museum_of_Ayrshire_Country_Life_and_Costume,2
"Helmshore Mills  are two mills built on the  River Ogden  in  Helmshore ,  Lancashire . Higher Mill was built in 1796 for William Turner, and Whitaker's Mill was built in the 1820s by the Turner family. [1]  In their early life they alternated between working  wool  and  cotton . By 1920 they were working  shoddy  as  condensor mule mills ; and equipment has been preserved and is still used. The mills closed in 1967 and they were taken over by the Higher Mills Trust, whose trustees included historian and author  Chris Aspin  and politician  Dr Rhodes Boyson , who maintained it as a museum.  The mills are said to the most original and best-preserved examples of both cotton spinning and woollen fulling left in the country that are still operational.
",Helmshore Mills Textile Museum,https://en.wikipedia.org/wiki/Helmshore_Mills_Textile_Museum,2
"The  Fashion Museum  (known before 2007 as the  Museum of Costume [1] ) is housed in the  Assembly Rooms  in  Bath ,  Somerset ,  England .
","Fashion Museum, Bath","https://en.wikipedia.org/wiki/Fashion_Museum,_Bath",2
"The  Fashion and Textile Museum  is a contemporary fashion museum in  Bermondsey , London. Founded by British designer  Zandra Rhodes  in 2003, the museum is part of the  Newham College of Further Education  – one of Europe's largest  further education  colleges. Recent exhibitions at the museum have included; Liberty in Fashion, [1]  Art Textiles, [2]  1920s Jazz Age Fashion & Photographs [3]  and Missoni Art Colour. [4]  Rather than running a permanent exhibition, the Fashion and Textile Museum offers an ongoing programme of temporary displays, including current exhibition,  Night & Day: 1930s Fashion and Photographs  which runs until January 2019.
",Fashion and Textile Museum,https://en.wikipedia.org/wiki/Fashion_and_Textile_Museum,2
"The  List of artists in the  Metropolitan Museum of Art Guide  is a list of the artists indexed in the  Metropolitan Museum of Art  museum guide. The guide, with a forward by the museum director  Philippe de Montebello , was first produced in 1983 and the edition from 1994 has been digitized.
",List of artists in the ,https://en.wikipedia.org/wiki/List_of_artists_in_the_Metropolitan_Museum_of_Art_Guide,2
"There have been eleven directors of the  Metropolitan Museum of Art :
",List of Directors of the Metropolitan Museum of Art,https://en.wikipedia.org/wiki/List_of_Directors_of_the_Metropolitan_Museum_of_Art,2
"The  Ethnographic Museum  ( Serbian Cyrillic :  Етнографски музеј ) is a  museum  located in  Belgrade , Serbia. It is one of the oldest museums in the  Balkans . [1]  The Ethnographic Museum in Belgrade fulfills its mission together with the efforts of various stakeholders in the domain of presentation, revitalization and development of crafts in Serbia.
","Ethnographic Museum, Belgrade",https://en.wikipedia.org/wiki/Ethnographic_Museum_(Belgrade),2
"The Kastoria  Costume Museum  opened in 1999 and is run by Harmony, a music and literary association. It is housed in the residence of the Emmanouil brothers, a two-storey building of the 18th century on the edge of  Kastoria Lake .
",Costume Museum (Kastoria),https://en.wikipedia.org/wiki/Costume_Museum_(Kastoria),2
"The  Windham Textile and History Museum  is a  museum  in  Willimantic, Connecticut , in the  New England  region of the  United States . It is currently located in  Main St. [1] 
",Windham Textile and History Museum,https://en.wikipedia.org/wiki/Windham_Textile_and_History_Museum,2
"The  Textile Museum of Canada , located  Toronto ,  Ontario ,  Canada , is a Canadian museum dedicated to the collection, exhibition, and documentation of  textiles .
",Textile Museum of Canada,https://en.wikipedia.org/wiki/Textile_Museum_of_Canada,2
"The Textile Museum  reopened in March 2015 as part of  The George Washington University Museum and The Textile Museum  on GW's main campus in  Foggy Bottom . The museum was founded by collector  George Hewitt Myers  in 1925 and was originally housed in two historic buildings in D.C.'s  Kalorama  neighborhood: the Myers family home, designed by  John Russell Pope , and an adjacent building designed by  Waddy Wood .
","Textile Museum (Washington, D.C.)","https://en.wikipedia.org/wiki/Textile_Museum_(Washington,_D.C.)",2
"The  Archaeology Museum of Pasca  ( Spanish :  Museo Arqueológico de Pasca ) is an  archaeological  museum located in  Pasca ,  Colombia . It houses a great collection of  Pre-Columbian  objects and human remains, including  Muisca   mummies . It has a replica of the famous golden  raft ,  Balsa Muisca , found near this town that represents the  El Dorado  rite. The museum hosts a piece of  Muisca textile  from  Belén ,  Boyacá . [1]  The total collection numbers 2500 pieces. [2]  Apart from the Muisca artifacts, the museum hosts material from the  Tairona ,  Calima ,  Quimbaya ,  Sinú ,  San Agustín  and  Tierradentro , among others. [3] 
","Archaeology Museum, Pasca","https://en.wikipedia.org/wiki/Archaeology_Museum,_Pasca",2
"The  Archaeology Museum  of  Sogamoso  is a museum on the  archaeological  findings in the area of sacred City of the Sun  Sogamoso ,  Boyacá ,  Colombia . The museum hosts 4000 pieces of the  Muisca  and the  Herrera Period . [2]  The museum was founded in 1942 by archaeologist  Eliécer Silva Celis  who helped building the reconstruction of the  Sun Temple  in the museum. The archaeology museum is since 1953 curated by the  Universidad Pedagógica y Tecnológica de Colombia , based in  Tunja . [3] [4] 
","Archaeology Museum, Sogamoso","https://en.wikipedia.org/wiki/Archaeology_Museum,_Sogamoso",2
"The  Museum of Gold  ( Spanish :  El Museo del Oro ) is a  museum  located in  Bogotá ,  Colombia . It is one of the most visited touristic highlights in the country. [1]  The museum receives around 500,000 tourists per year. [2] 
","Gold Museum, Bogotá","https://en.wikipedia.org/wiki/Gold_Museum,_Bogot%C3%A1",2
"The   Southeastern Quilt & Textile Museum , is located in  Carrollton ,  Georgia .
",Southeastern Quilt & Textile Museum,https://en.wikipedia.org/wiki/Southeastern_Quilt_%26_Textile_Museum,2
"The  San Jose Museum of Quilts & Textiles  is an  art museum  in  Downtown San Jose ,  California ,  USA . [1]  Founded in 1977, the museum is the first in the United States devoted solely to  quilts  and  textiles  as an art form.  Holdings include a permanent collection of over 550 quilts, garments and ethnic textiles, emphasizing artists of the 20th- and 21st-century, and a research library with over 500 books concerning the history and techniques of the craft. [2] 
",San Jose Museum of Quilts & Textiles,https://en.wikipedia.org/wiki/San_Jose_Museum_of_Quilts_%26_Textiles,2
"The  Rocky Mountain Quilt Museum (RMQM)  is a cultural and historical  quilt  museum in  Golden, Colorado . The permanent collection contains over 550 quilts dating back to the 19th century. The museum is also home to the  Sandra Dallas  Library and a gift shop.
",Rocky Mountain Quilt Museum,https://en.wikipedia.org/wiki/Rocky_Mountain_Quilt_Museum,2
"The   National Quilt Museum , located in  Paducah ,  Kentucky , is an art museum that exhibits  fiber art  and  quilting  from around the world. The museum is recognized by  USA Today  as one of the  world's top quilt displays. [1] [2] 
",National Quilt Museum,https://en.wikipedia.org/wiki/National_Quilt_Museum,2
"The  Museum of Work and Culture  is a museum in  Woonsocket, Rhode Island , that features exhibits focusing on the city's  textile manufacturing  heritage. The museum is operated by the  Rhode Island Historical Society  and located at 42 South Main Street in Market Square in the  Blackstone River Valley National Heritage Corridor . [1] 
",Museum of Work and Culture,https://en.wikipedia.org/wiki/Museum_of_Work_and_Culture,2
"The  Museum L-A , with the full name of  Museum L-A: The Story of Work and Community in Lewiston-Auburn , is located in the  Bates Mill Historic District , in  Lewiston ,  Androscoggin County ,  Maine . [1] [2] 
",Museum L-A,https://en.wikipedia.org/wiki/Museum_L-A,2
"The Musicians  or  Concert of Youths  (c. 1595) is a painting by the  Italian   Baroque  master  Michelangelo Merisi da Caravaggio  (1571–1610). It is held in the  Metropolitan Museum of Art ,  New York , where it has been since 1952. It underwent extensive restoration in 1983. [1] 
",The Musicians,https://en.wikipedia.org/wiki/The_Musicians_(Caravaggio),2
"The  FIDM Museum & Library, Inc.  was founded in 1978 to serve the  Fashion Institute of Design & Merchandising  (FIDM) and the community. Since January 1999, the museum's operations have been separate from the Library in order to offer more specialized care and attention to the specific needs of a costume collection, and museum-trained personnel have been added to the staff.
",Fashion Institute of Design & Merchandising Museum,https://en.wikipedia.org/wiki/Fashion_Institute_of_Design_%26_Merchandising_Museum,2
"The  Fabric Workshop and Museum , located in  Philadelphia ,  Pennsylvania , United States, is a non-profit arts organization devoted to creating new work in new materials and new media in collaboration with emerging, nationally, and internationally recognized artists.
",The Fabric Workshop and Museum,https://en.wikipedia.org/wiki/The_Fabric_Workshop_and_Museum,2
"The  Embroiderers' Guild of America , headquartered in  Louisville, Kentucky , [1]  is an organization dedicated to ""fostering the art of  needlework  and associated arts."" Its members practice any and all forms of needlework, and are dedicated to  education  and  community outreach . EGA has chapters throughout the  United States . Chapters are organized into regions. Events are organized at all levels of the organization.
",Embroiderers' Guild of America,https://en.wikipedia.org/wiki/Embroidery_Museum_and_Resource_Center,2
"The Cotton Museum , located in  Memphis, Tennessee ,  U.S. , is an historical and cultural museum that opened in March 2006 on the former trading floor of the  Memphis Cotton Exchange  at 65 Union Avenue in downtown Memphis. [1] 
",The Cotton Museum,https://en.wikipedia.org/wiki/The_Cotton_Museum,2
"The  Costume Museum of Canada  is dedicated to fashion and clothing. It is located in  Winnipeg, Manitoba ,  Canada .
",Costume Museum of Canada,https://en.wikipedia.org/wiki/Costume_Museum_of_Canada,2
"Cooper Hewitt, Smithsonian Design Museum  is a  design   museum  located in the  Upper East Side 's  Museum Mile  in  Manhattan ,  New York City . It is one of nineteen museums that fall under the wing of the  Smithsonian Institution  and is one of three Smithsonian facilities located in New York City, the other two being the  George Gustav Heye Center  in  Bowling Green  and the  Archives of American Art  New York Research Center in the  Flatiron District . It is the only museum in the  United States  devoted to historical and contemporary design. Its collections and exhibitions explore approximately 240 years of design aesthetic and creativity. [2] 
","Cooper Hewitt, Smithsonian Design Museum","https://en.wikipedia.org/wiki/Cooper%E2%80%93Hewitt,_National_Design_Museum",2
"The  Brigham City Museum of Art & History , also known as the BCMG or, formerly, the Brigham City Museum-Gallery, is an  art museum  and  history museum  in Brigham City, Utah. The museum is a department of  Brigham City  Corporation (i.e., the City), but also has a non-profit foundation, the Box Elder Museum Foundation, Inc.
",Brigham City Museum of Art & History,https://en.wikipedia.org/wiki/Brigham_City_Museum-Gallery,2
"The  Antique Gas & Steam Engine Museum  (AGSEM) is a living-history museum founded in 1969 located on 55 acres (220,000 m 2 ) of county-owned land on the outskirts of  Vista, California .  The museum is a non-profit 501c(3) organization. It is located at 2040  N Santa Fe Ave.  in Vista. It is run by several paid employees, along with volunteer help.
",Antique Gas and Steam Engine Museum,https://en.wikipedia.org/wiki/Antique_Gas_and_Steam_Engine_Museum,2
"The  American Textile History Museum  ( ATHM ), located in  Lowell, Massachusetts , was founded as the Merrimack Valley Textile Museum (MVTM) in  North Andover, Massachusetts  in 1960 by Caroline Stevens Rogers. ATHM told America’s story through the art, science, and history of textiles. In June 2016, the museum closed. [1] 
",American Textile History Museum,https://en.wikipedia.org/wiki/American_Textile_History_Museum,2
"A  music school  is an educational  institution  specialized in the study, training, and research of music. Such an institution can also be known as a  school of music ,  music academy ,  music faculty ,  college of music ,  music department  (of a larger institution),  conservatory  or  conservatoire . Instruction consists of training in the performance of  musical instruments , singing,  musical composition , conducting,   musicianship , as well as academic and research fields such as  musicology ,  music history  and  music theory .
",Music school,https://en.wikipedia.org/wiki/Music_school,2
